province,city,district,jnt_province,jnt_city,jnt_city_code,jnt_district,jnt_area_code
NUSA TENGGARA BARAT,KAB. LOMBOK BARAT,LEMBAR,NUSA TENGGARA BARAT,LOMBOK BARAT,GER,LEMBAR,GER006
NUSA TENGGARA BARAT,KAB. LOMBOK BARAT,BATU LAYAR,NUSA TENGGARA BARAT,LOMBOK BARAT,GER,BATU LAYAR,GER001
NUSA TENGGARA BARAT,KAB. LOMBOK BARAT,KURIPAN,NUSA TENGGARA BARAT,LOMBOK BARAT,GER,KURIPAN-GER,GER010
NUSA TENGGARA BARAT,KAB. LOMBOK TENGAH,PRAYA,NUSA TENGGARA BARAT,LOMBOK,PYW,PRAYA,PYW001
NUSA TENGGARA BARAT,KAB. LOMBOK TENGAH,JONGGAT,NUSA TENGGARA BARAT,LOMBOK,PYW,JONGGAT,PYW004
NUSA TENGGARA BARAT,KAB. LOMBOK TENGAH,BATUKLIANG,NUSA TENGGARA BARAT,LOMBOK,PYW,BATU KLIANG,PYW002
NUSA TENGGARA BARAT,KAB. LOMBOK TENGAH,PUJUT,NUSA TENGGARA BARAT,LOMBOK,PYW,PUJUT,PYW007
NUSA TENGGARA BARAT,KAB. LOMBOK TENGAH,PRAYA BARAT,NUSA TENGGARA BARAT,LOMBOK,PYW,PRAYA BARAT,PYW010
NUSA TENGGARA BARAT,KAB. LOMBOK TENGAH,PRAYA TIMUR,NUSA TENGGARA BARAT,LOMBOK,PYW,PRAYA TIMUR,PYW012
NUSA TENGGARA BARAT,KAB. LOMBOK TENGAH,JANAPRIA,NUSA TENGGARA BARAT,LOMBOK,PYW,JANAPRIA,PYW003
NUSA TENGGARA BARAT,KAB. LOMBOK TENGAH,PRINGGARATA,NUSA TENGGARA BARAT,LOMBOK,PYW,PRINGGARATA,PYW006
NUSA TENGGARA BARAT,KAB. LOMBOK TENGAH,KOPANG,NUSA TENGGARA BARAT,LOMBOK,PYW,KOPANG,PYW005
NUSA TENGGARA BARAT,KAB. LOMBOK TENGAH,PRAYA TENGAH,NUSA TENGGARA BARAT,LOMBOK,PYW,PRAYA TENGAH,PYW011
NUSA TENGGARA BARAT,KAB. LOMBOK TENGAH,PRAYA BARAT DAYA,NUSA TENGGARA BARAT,LOMBOK,PYW,PRAYA BARAT DAYA,PYW009
NUSA TENGGARA BARAT,KAB. LOMBOK TENGAH,BATUKLIANG UTARA,NUSA TENGGARA BARAT,LOMBOK,PYW,BATU KLIANG UTARA,PYW008
NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,KERUAK,NUSA TENGGARA BARAT,SELONG,SLO,KERUAK,SLO007
NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,SAKRA,NUSA TENGGARA BARAT,SELONG,SLO,SAKRA,SLO001
NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,TERARA,NUSA TENGGARA BARAT,SELONG,SLO,TERARA,SLO015
NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,SIKUR,NUSA TENGGARA BARAT,SELONG,SLO,SIKUR,SLO004
NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,MASBAGIK,NUSA TENGGARA BARAT,SELONG,SLO,MASBAGIK,SLO002
NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,SUKAMULIA,NUSA TENGGARA BARAT,SELONG,SLO,SUKAMULIA,SLO013
NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,SELONG,NUSA TENGGARA BARAT,SELONG,SLO,SELONG,SLO003
NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,PRINGGABAYA,NUSA TENGGARA BARAT,SELONG,SLO,PRINGGABAYA,SLO016
NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,AIKMEL,NUSA TENGGARA BARAT,SELONG,SLO,AIKMEL,SLO005
NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,SAMBELIA,NUSA TENGGARA BARAT,SELONG,SLO,SAMBELIA,SLO017
NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,MONTONG GADING,NUSA TENGGARA BARAT,SELONG,SLO,MONTONG GADING,SLO009
NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,PRINGGASELA,NUSA TENGGARA BARAT,SELONG,SLO,PRINGGASELA,SLO010
NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,SURALAGA,NUSA TENGGARA BARAT,SELONG,SLO,SURALAGA,SLO014
NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,WANASABA,NUSA TENGGARA BARAT,SELONG,SLO,WANASABA,SLO018
NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,SEMBALUN,NUSA TENGGARA BARAT,SELONG,SLO,SEMBALUN,SLO020
NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,SUWELA,NUSA TENGGARA BARAT,SELONG,SLO,SUELA,SLO019
NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,LABUHAN HAJI,NUSA TENGGARA BARAT,SELONG,SLO,LABUHAN HAJI-SLO,SLO008
NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,SAKRA TIMUR,NUSA TENGGARA BARAT,SELONG,SLO,SAKRA TIMUR,SLO012
NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,SAKRA BARAT,NUSA TENGGARA BARAT,SELONG,SLO,SAKRA BARAT,SLO011
NUSA TENGGARA BARAT,KAB. LOMBOK TIMUR,JEROWARU,NUSA TENGGARA BARAT,SELONG,SLO,JEROWARU,SLO006
NUSA TENGGARA BARAT,KAB. LOMBOK UTARA,TANJUNG,NUSA TENGGARA BARAT,LOMBOK UTARA,TAN,TANJUNG,TAN005
NUSA TENGGARA BARAT,KAB. LOMBOK UTARA,GANGGA,NUSA TENGGARA BARAT,LOMBOK UTARA,TAN,GANGGA,TAN001
NUSA TENGGARA BARAT,KAB. LOMBOK UTARA,KAYANGAN,NUSA TENGGARA BARAT,LOMBOK UTARA,TAN,KAYANGAN,TAN002
NUSA TENGGARA BARAT,KAB. LOMBOK UTARA,BAYAN,NUSA TENGGARA BARAT,LOMBOK UTARA,TAN,BAYAN-TAN,TAN004
NUSA TENGGARA BARAT,KAB. LOMBOK UTARA,PEMENANG,NUSA TENGGARA BARAT,LOMBOK UTARA,TAN,PEMENANG,TAN003
NUSA TENGGARA BARAT,KAB. SUMBAWA,LUNYUK,NUSA TENGGARA BARAT,SUMBAWA BESAR,SWW,LUNYUK,SWW018
NUSA TENGGARA BARAT,KAB. SUMBAWA,ALAS,NUSA TENGGARA BARAT,SUMBAWA BESAR,SWW,ALAS,SWW011
NUSA TENGGARA BARAT,KAB. SUMBAWA,UTAN,NUSA TENGGARA BARAT,SUMBAWA BESAR,SWW,UTAN,SWW010
NUSA TENGGARA BARAT,KAB. SUMBAWA,BATU LANTEH,NUSA TENGGARA BARAT,SUMBAWA BESAR,SWW,BATU LANTEH,SWW013
NUSA TENGGARA BARAT,KAB. SUMBAWA,SUMBAWA,NUSA TENGGARA BARAT,SUMBAWA BESAR,SWW,SUMBAWA,SWW002
NUSA TENGGARA BARAT,KAB. SUMBAWA,MOYO HILIR,NUSA TENGGARA BARAT,SUMBAWA BESAR,SWW,MOYO HILIR,SWW001
NUSA TENGGARA BARAT,KAB. SUMBAWA,MOYO HULU,NUSA TENGGARA BARAT,SUMBAWA BESAR,SWW,MOYO HULU,SWW020
NUSA TENGGARA BARAT,KAB. SUMBAWA,ROPANG,NUSA TENGGARA BARAT,SUMBAWA BESAR,SWW,ROPANG,SWW008
NUSA TENGGARA BARAT,KAB. SUMBAWA,LAPE,NUSA TENGGARA BARAT,SUMBAWA BESAR,SWW,LAPE,SWW003
NUSA TENGGARA BARAT,KAB. SUMBAWA,PLAMPANG,NUSA TENGGARA BARAT,SUMBAWA BESAR,SWW,PLAMPANG,SWW023
NUSA TENGGARA BARAT,KAB. SUMBAWA,EMPANG,NUSA TENGGARA BARAT,SUMBAWA BESAR,SWW,EMPANG,SWW007
NUSA TENGGARA BARAT,KAB. SUMBAWA,ALAS BARAT,NUSA TENGGARA BARAT,SUMBAWA BESAR,SWW,ALAS BARAT,SWW012
NUSA TENGGARA BARAT,KAB. SUMBAWA,LABUHAN BADAS,NUSA TENGGARA BARAT,SUMBAWA BESAR,SWW,LABUHAN BADAS,SWW004
NUSA TENGGARA BARAT,KAB. SUMBAWA,LABANGKA,NUSA TENGGARA BARAT,SUMBAWA BESAR,SWW,LABANGKA,SWW015
NUSA TENGGARA BARAT,KAB. SUMBAWA,BUER,NUSA TENGGARA BARAT,SUMBAWA BESAR,SWW,BUER,SWW014
NUSA TENGGARA BARAT,KAB. SUMBAWA,RHEE,NUSA TENGGARA BARAT,SUMBAWA BESAR,SWW,RHEE,SWW024
NUSA TENGGARA BARAT,KAB. SUMBAWA,UNTER IWES,NUSA TENGGARA BARAT,SUMBAWA BESAR,SWW,UNTER IWES,SWW005
NUSA TENGGARA BARAT,KAB. SUMBAWA,MOYO UTARA,NUSA TENGGARA BARAT,SUMBAWA BESAR,SWW,MOYO UTARA,SWW021
NUSA TENGGARA BARAT,KAB. SUMBAWA,MARONGE,NUSA TENGGARA BARAT,SUMBAWA BESAR,SWW,MARONGE,SWW019
NUSA TENGGARA BARAT,KAB. SUMBAWA,TARANO,NUSA TENGGARA BARAT,SUMBAWA BESAR,SWW,TARANO,SWW009
NUSA TENGGARA BARAT,KAB. SUMBAWA,LOPOK,NUSA TENGGARA BARAT,SUMBAWA BESAR,SWW,LOPOK,SWW006
NUSA TENGGARA BARAT,KAB. SUMBAWA,LENANGGUAR,NUSA TENGGARA BARAT,SUMBAWA BESAR,SWW,LENANGGUAR,SWW017
NUSA TENGGARA BARAT,KAB. SUMBAWA,ORONG TELU,NUSA TENGGARA BARAT,SUMBAWA BESAR,SWW,ORONG TELU,SWW022
NUSA TENGGARA BARAT,KAB. SUMBAWA,LANTUNG,NUSA TENGGARA BARAT,SUMBAWA BESAR,SWW,LANTUNG,SWW016
NUSA TENGGARA BARAT,KAB. SUMBAWA BARAT,JEREWEH,NUSA TENGGARA BARAT,SUMBAWA BARAT,TAW,JEREWEWH,TAW002
NUSA TENGGARA BARAT,KAB. SUMBAWA BARAT,TALIWANG,NUSA TENGGARA BARAT,SUMBAWA BARAT,TAW,TALIWANG,TAW001
NUSA TENGGARA BARAT,KAB. SUMBAWA BARAT,SETELUK,NUSA TENGGARA BARAT,SUMBAWA BARAT,TAW,SETELUK,TAW003
NUSA TENGGARA BARAT,KAB. SUMBAWA BARAT,SEKONGKANG,NUSA TENGGARA BARAT,SUMBAWA BARAT,TAW,SEKONGKANG,TAW005
NUSA TENGGARA BARAT,KAB. SUMBAWA BARAT,BRANG REA,NUSA TENGGARA BARAT,SUMBAWA BARAT,TAW,BRANG REA,TAW006
NUSA TENGGARA BARAT,KAB. SUMBAWA BARAT,POTO TANO,NUSA TENGGARA BARAT,SUMBAWA BARAT,TAW,POTO TANO,TAW007
NUSA TENGGARA BARAT,KAB. SUMBAWA BARAT,BRANG ENE,NUSA TENGGARA BARAT,SUMBAWA BARAT,TAW,BRANG ENE,TAW008
NUSA TENGGARA BARAT,KAB. SUMBAWA BARAT,MALUK,NUSA TENGGARA BARAT,SUMBAWA BARAT,TAW,MALUK,TAW004
NUSA TENGGARA BARAT,KOTA BIMA,RASANAE BARAT,NUSA TENGGARA BARAT,BIMA,BMU,RASANAE BARAT-BMU,BMU001
NUSA TENGGARA BARAT,KOTA BIMA,RASANAE TIMUR,NUSA TENGGARA BARAT,BIMA,BMU,RASANAE TIMUR-BMU,BMU002
NUSA TENGGARA BARAT,KOTA BIMA,ASAKOTA,NUSA TENGGARA BARAT,BIMA,BMU,ASAKOTA-BMU,BMU003
NUSA TENGGARA BARAT,KOTA BIMA,RABA,NUSA TENGGARA BARAT,BIMA,BMU,RABA-BMU,BMU004
NUSA TENGGARA BARAT,KOTA BIMA,MPUNDA,NUSA TENGGARA BARAT,BIMA,BMU,MPUNDA-BMU,BMU005
NUSA TENGGARA BARAT,KOTA MATARAM,AMPENAN,NUSA TENGGARA BARAT,MATARAM,AMI,AMPENAN,AMI008
NUSA TENGGARA BARAT,KOTA MATARAM,MATARAM,NUSA TENGGARA BARAT,MATARAM,AMI,MATARAM,AMI005
NUSA TENGGARA BARAT,KOTA MATARAM,CAKRANEGARA,NUSA TENGGARA BARAT,MATARAM,AMI,CAKRANEGARA,AMI004
NUSA TENGGARA BARAT,KOTA MATARAM,SEKARBELA,NUSA TENGGARA BARAT,MATARAM,AMI,SEKARBELA,AMI009
NUSA TENGGARA BARAT,KOTA MATARAM,SELAPRANG,NUSA TENGGARA BARAT,MATARAM,AMI,SELAPARANG-AMI,AMI007
NUSA TENGGARA BARAT,KOTA MATARAM,SANDUBAYA,NUSA TENGGARA BARAT,MATARAM,AMI,SANDUBAYA,AMI006
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,KOTA SOE,NUSA TENGGARA TIMUR,SOE,SOE,KOTA SOE,SOE002
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,MOLLO SELATAN,NUSA TENGGARA TIMUR,SOE,SOE,MOLLO SELATAN,SOE021
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,MOLLO UTARA,NUSA TENGGARA TIMUR,SOE,SOE,MOLLO UTARA,SOE023
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,AMANUBAN TIMUR,NUSA TENGGARA TIMUR,SOE,SOE,AMANUBAN TIMUR,SOE007
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,AMANUBAN TENGAH,NUSA TENGGARA TIMUR,SOE,SOE,AMANUBAN TENGAH,SOE001
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,AMANUBAN SELATAN,NUSA TENGGARA TIMUR,SOE,SOE,AMANUBAN SELATAN,SOE006
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,AMANUBAN BARAT,NUSA TENGGARA TIMUR,SOE,SOE,AMANUBAN BARAT,SOE005
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,AMANATUN SELATAN,NUSA TENGGARA TIMUR,SOE,SOE,AMANATUN SELATAN,SOE003
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,AMANATUN UTARA,NUSA TENGGARA TIMUR,SOE,SOE,AMANATUN UTARA,SOE004
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,KI'E,NUSA TENGGARA TIMUR,SOE,SOE,KIE,SOE013
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,KUANFATU,NUSA TENGGARA TIMUR,SOE,SOE,KUANFATU,SOE018
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,FATUMNASI,NUSA TENGGARA TIMUR,SOE,SOE,FATUMNASI,SOE011
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,POLEN,NUSA TENGGARA TIMUR,SOE,SOE,POLEN,SOE029
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,BATU PUTIH,NUSA TENGGARA TIMUR,SOE,SOE,BATU PUTIH-SOE,SOE008
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,BOKING,NUSA TENGGARA TIMUR,SOE,SOE,BOKING,SOE009
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,TOIANAS,NUSA TENGGARA TIMUR,SOE,SOE,TOIANAS,SOE032
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,NUNKOLO,NUSA TENGGARA TIMUR,SOE,SOE,NUNKOLO,SOE027
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,OENINO,NUSA TENGGARA TIMUR,SOE,SOE,OENINO,SOE028
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,KOLBANO,NUSA TENGGARA TIMUR,SOE,SOE,KOLBANO,SOE015
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,KOT OLIN,NUSA TENGGARA TIMUR,SOE,SOE,KOT OLIN,SOE016
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,KUALIN,NUSA TENGGARA TIMUR,SOE,SOE,KUALIN,SOE017
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,MOLLO BARAT,NUSA TENGGARA TIMUR,SOE,SOE,MOLLO BARAT,SOE020
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,KOK BAUN,NUSA TENGGARA TIMUR,SOE,SOE,KOK BAUN,SOE014
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,NOEBANA,NUSA TENGGARA TIMUR,SOE,SOE,NOEBANA,SOE024
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,SANTIAN,NUSA TENGGARA TIMUR,SOE,SOE,SANTIAN,SOE030
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,NOEBEBA,NUSA TENGGARA TIMUR,SOE,SOE,NOEBABA,SOE025
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,KUATNANA,NUSA TENGGARA TIMUR,SOE,SOE,KUATNANA,SOE019
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,FAUTMOLO,NUSA TENGGARA TIMUR,SOE,SOE,FAUTMOLO,SOE012
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,FATUKOPA,NUSA TENGGARA TIMUR,SOE,SOE,FATUKOPA,SOE010
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,MOLLO TENGAH,NUSA TENGGARA TIMUR,SOE,SOE,MOLLO TENGAH,SOE022
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,TOBU,NUSA TENGGARA TIMUR,SOE,SOE,TOBU,SOE031
NUSA TENGGARA TIMUR,KAB TIMOR TENGAH SELATAN,NUNBENA,NUSA TENGGARA TIMUR,SOE,SOE,NUNBENA,SOE026
NUSA TENGGARA TIMUR,KAB. ALOR,TELUK MUTIARA,NUSA TENGGARA TIMUR,KALABAHI,KBH,TELUK MUTIARA,KBH017
NUSA TENGGARA TIMUR,KAB. ALOR,ALOR BARAT LAUT,NUSA TENGGARA TIMUR,KALABAHI,KBH,ALOR BARAT LAUT,KBH003
NUSA TENGGARA TIMUR,KAB. ALOR,ALOR BARAT DAYA,NUSA TENGGARA TIMUR,KALABAHI,KBH,ALOR BARAT DAYA,KBH002
NUSA TENGGARA TIMUR,KAB. ALOR,ALOR SELATAN,NUSA TENGGARA TIMUR,KALABAHI,KBH,ALOR SELATAN,KBH004
NUSA TENGGARA TIMUR,KAB. ALOR,ALOR TIMUR,NUSA TENGGARA TIMUR,KALABAHI,KBH,ALOR TIMUR,KBH006
NUSA TENGGARA TIMUR,KAB. ALOR,PANTAR,NUSA TENGGARA TIMUR,KALABAHI,KBH,PANTAR,KBH001
NUSA TENGGARA TIMUR,KAB. ALOR,ALOR TENGAH UTARA,NUSA TENGGARA TIMUR,KALABAHI,KBH,ALOR TENGAH UTARA,KBH005
NUSA TENGGARA TIMUR,KAB. ALOR,ALOR TIMUR LAUT,NUSA TENGGARA TIMUR,KALABAHI,KBH,ALOR TIMUR LAUT,KBH007
NUSA TENGGARA TIMUR,KAB. ALOR,PANTAR BARAT,NUSA TENGGARA TIMUR,KALABAHI,KBH,PANTAR BARAT,KBH011
NUSA TENGGARA TIMUR,KAB. ALOR,KABOLA,NUSA TENGGARA TIMUR,KALABAHI,KBH,KABOLA,KBH008
NUSA TENGGARA TIMUR,KAB. ALOR,PULAU PURA,NUSA TENGGARA TIMUR,KALABAHI,KBH,PULAU PURA,KBH015
NUSA TENGGARA TIMUR,KAB. ALOR,MATARU,NUSA TENGGARA TIMUR,KALABAHI,KBH,MATARU,KBH010
NUSA TENGGARA TIMUR,KAB. ALOR,PUREMAN,NUSA TENGGARA TIMUR,KALABAHI,KBH,PUREMAN,KBH016
NUSA TENGGARA TIMUR,KAB. ALOR,PANTAR TIMUR,NUSA TENGGARA TIMUR,KALABAHI,KBH,PANTAR TIMUR,KBH014
NUSA TENGGARA TIMUR,KAB. ALOR,LEMBUR,NUSA TENGGARA TIMUR,KALABAHI,KBH,LEMBUR,KBH009
NUSA TENGGARA TIMUR,KAB. ALOR,PANTAR TENGAH,NUSA TENGGARA TIMUR,KALABAHI,KBH,PANTAR TENGAH,KBH013
NUSA TENGGARA TIMUR,KAB. ALOR,PANTAR BARU LAUT,NUSA TENGGARA TIMUR,KALABAHI,KBH,PANTAR BARAT LAUT,KBH012
NUSA TENGGARA TIMUR,KAB. BELU,LAMAKNEN,NUSA TENGGARA TIMUR,BELU,ABU,LAMAKNEN,ABU010
NUSA TENGGARA TIMUR,KAB. BELU,TASIFETOTIMUR,NUSA TENGGARA TIMUR,BELU,ABU,TASIFETO TIMUR,ABU022
NUSA TENGGARA TIMUR,KAB. BELU,RAIHAT,NUSA TENGGARA TIMUR,BELU,ABU,RAIHAT,ABU017
NUSA TENGGARA TIMUR,KAB. BELU,TASIFETO BARAT,NUSA TENGGARA TIMUR,BELU,ABU,TASIFETO BARAT,ABU021
NUSA TENGGARA TIMUR,KAB. BELU,KAKULUK MESAK,NUSA TENGGARA TIMUR,BELU,ABU,KAKULUK MASA,ABU006
NUSA TENGGARA TIMUR,KAB. BELU,KOTA ATAMBUA,NUSA TENGGARA TIMUR,BELU,ABU,ATAMBUA KOTA,ABU002
NUSA TENGGARA TIMUR,KAB. BELU,RAIMANUK,NUSA TENGGARA TIMUR,BELU,ABU,RAIMANUK,ABU018
NUSA TENGGARA TIMUR,KAB. BELU,LASIOLAT,NUSA TENGGARA TIMUR,BELU,ABU,LASIOLAT,ABU012
NUSA TENGGARA TIMUR,KAB. BELU,LAMAKNEN SELATAN,NUSA TENGGARA TIMUR,BELU,ABU,LAMAKNEN SELATAN,ABU011
NUSA TENGGARA TIMUR,KAB. BELU,ATAMBUA BARAT,NUSA TENGGARA TIMUR,BELU,ABU,ATAMBUA BARAT,ABU001
NUSA TENGGARA TIMUR,KAB. BELU,ATAMBUA SELATAN,NUSA TENGGARA TIMUR,BELU,ABU,ATAMBUA SELATAN,ABU003
NUSA TENGGARA TIMUR,KAB. BELU,NANAET DUABESI,NUSA TENGGARA TIMUR,BELU,ABU,NANAET DUA BESI,ABU016
NUSA TENGGARA TIMUR,KAB. ENDE,NANGAPANDA,NUSA TENGGARA TIMUR,ENDE,ENE,NANGAPANDA,ENE012
NUSA TENGGARA TIMUR,KAB. ENDE,PULAU ENDE,NUSA TENGGARA TIMUR,ENDE,ENE,PULAU ENDE,ENE016
NUSA TENGGARA TIMUR,KAB. ENDE,ENDE,NUSA TENGGARA TIMUR,ENDE,ENE,ENDE,ENE021
NUSA TENGGARA TIMUR,KAB. ENDE,ENDE SELATAN,NUSA TENGGARA TIMUR,ENDE,ENE,ENDE SELATAN,ENE003
NUSA TENGGARA TIMUR,KAB. ENDE,NDONA,NUSA TENGGARA TIMUR,ENDE,ENE,NDONA,ENE013
NUSA TENGGARA TIMUR,KAB. ENDE,DETUSOKO,NUSA TENGGARA TIMUR,ENDE,ENE,DETUSOKO,ENE002
NUSA TENGGARA TIMUR,KAB. ENDE,WEWARIA,NUSA TENGGARA TIMUR,ENDE,ENE,WEWARIA,ENE017
NUSA TENGGARA TIMUR,KAB. ENDE,WOLOWARU,NUSA TENGGARA TIMUR,ENDE,ENE,WOLOWARU,ENE019
NUSA TENGGARA TIMUR,KAB. ENDE,WOLOJITA,NUSA TENGGARA TIMUR,ENDE,ENE,WOLOJITA,ENE018
NUSA TENGGARA TIMUR,KAB. ENDE,MAUROLE,NUSA TENGGARA TIMUR,ENDE,ENE,MAUROLE,ENE011
NUSA TENGGARA TIMUR,KAB. ENDE,MAUKARO,NUSA TENGGARA TIMUR,ENDE,ENE,MAUKARO,ENE010
NUSA TENGGARA TIMUR,KAB. ENDE,LIO TIMUR,NUSA TENGGARA TIMUR,ENDE,ENE,LIO TIMUR,ENE009
NUSA TENGGARA TIMUR,KAB. ENDE,KOTA BARU,NUSA TENGGARA TIMUR,ENDE,ENE,KOTABARU,ENE008
NUSA TENGGARA TIMUR,KAB. ENDE,KELIMUTU,NUSA TENGGARA TIMUR,ENDE,ENE,KELIMUTU,ENE007
NUSA TENGGARA TIMUR,KAB. ENDE,DETUKELI,NUSA TENGGARA TIMUR,ENDE,ENE,DETUELI,ENE001
NUSA TENGGARA TIMUR,KAB. ENDE,NDONA TIMUR,NUSA TENGGARA TIMUR,ENDE,ENE,NDONA TIMUR,ENE014
NUSA TENGGARA TIMUR,KAB. ENDE,NDORI,NUSA TENGGARA TIMUR,ENDE,ENE,NDORI,ENE015
NUSA TENGGARA TIMUR,KAB. ENDE,ENDE UTARA,NUSA TENGGARA TIMUR,ENDE,ENE,ENDE UTARA,ENE006
NUSA TENGGARA TIMUR,KAB. ENDE,ENDE TENGAH,NUSA TENGGARA TIMUR,ENDE,ENE,ENDE TENGAH,ENE004
NUSA TENGGARA TIMUR,KAB. ENDE,ENDE TIMUR,NUSA TENGGARA TIMUR,ENDE,ENE,ENDE TIMUR,ENE005
NUSA TENGGARA TIMUR,KAB. ENDE,LEPEMBUSU KELISOKE,NUSA TENGGARA TIMUR,ENDE,ENE,LEPEMBUSU KELISOKE,ENE020
NUSA TENGGARA TIMUR,KAB. FLORES TIMUR,WULANGGITANG,NUSA TENGGARA TIMUR,LARANTUKA,LKA,WULANGGITANG,LKA018
NUSA TENGGARA TIMUR,KAB. FLORES TIMUR,TITEHENA,NUSA TENGGARA TIMUR,LARANTUKA,LKA,TITEHENA,LKA015
NUSA TENGGARA TIMUR,KAB. FLORES TIMUR,LARANTUKA,NUSA TENGGARA TIMUR,LARANTUKA,LKA,LARANTUKA,LKA001
NUSA TENGGARA TIMUR,KAB. FLORES TIMUR,ILE MANDIRI,NUSA TENGGARA TIMUR,LARANTUKA,LKA,ILE MANDIRI,LKA009
NUSA TENGGARA TIMUR,KAB. FLORES TIMUR,TANJUNG BUNGA,NUSA TENGGARA TIMUR,LARANTUKA,LKA,TANJUNG BUNGA,LKA014
NUSA TENGGARA TIMUR,KAB. FLORES TIMUR,SOLOR BARAT,NUSA TENGGARA TIMUR,LARANTUKA,LKA,SOLOR BARAT,LKA012
NUSA TENGGARA TIMUR,KAB. FLORES TIMUR,SOLOR TIMUR,NUSA TENGGARA TIMUR,LARANTUKA,LKA,SOLOR TIMUR,LKA013
NUSA TENGGARA TIMUR,KAB. FLORES TIMUR,ADONARA BARAT,NUSA TENGGARA TIMUR,LARANTUKA,LKA,ADONARA BARAT,LKA003
NUSA TENGGARA TIMUR,KAB. FLORES TIMUR,WOTAN ULUMANDO,NUSA TENGGARA TIMUR,LARANTUKA,LKA,WOTAN ULUMADO,LKA017
NUSA TENGGARA TIMUR,KAB. FLORES TIMUR,ADONARA TIMUR,NUSA TENGGARA TIMUR,LARANTUKA,LKA,ADONARA TIMUR,LKA005
NUSA TENGGARA TIMUR,KAB. FLORES TIMUR,KELUBAGOLIT,NUSA TENGGARA TIMUR,LARANTUKA,LKA,KELUBAGOLIT,LKA010
NUSA TENGGARA TIMUR,KAB. FLORES TIMUR,WITIHAMA,NUSA TENGGARA TIMUR,LARANTUKA,LKA,WITIHAMA,LKA016
NUSA TENGGARA TIMUR,KAB. FLORES TIMUR,ILE BOLENG,NUSA TENGGARA TIMUR,LARANTUKA,LKA,ILE BOLENG,LKA007
NUSA TENGGARA TIMUR,KAB. FLORES TIMUR,DEMON PAGONG,NUSA TENGGARA TIMUR,LARANTUKA,LKA,DEMON PAGONG,LKA006
NUSA TENGGARA TIMUR,KAB. FLORES TIMUR,LEWOLEMA,NUSA TENGGARA TIMUR,LARANTUKA,LKA,LEWOLEMA,LKA011
